category	heavy_metal	heavy_metal	no	no	heavy_metal	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic	organic	organic	organic	no
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_SH3-11|s_midas_s_57889	    0	    0	    2	    6	    0	   0	    0	    0	   3	    9	    0	    0	   0	   1	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_midas_g_35539|s_midas_s_45718	    0	    0	   10	    0	    0	   0	    0	    0	  31	    0	    0	    0	   0	   0	 933
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_midas_g_5504	    0	    0	   11	    0	    0	   0	    0	    0	  48	    0	    0	    0	  39	   0	  82
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_midas_g_5504|s_midas_s_39844	    0	    0	    0	    0	    0	   0	    0	    0	   8	    0	    0	    0	   2	   0	   4
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_DEV007|g_midas_g_2947|s_midas_s_34740	    0	    0	   47	   39	    0	   0	    0	    0	   0	   82	    0	   12	   2	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_DEV007|g_midas_g_52736|s_midas_s_76688	    0	    0	  337	    0	    0	   0	    0	    0	   0	    0	    0	    1	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Rubritaleaceae|g_Luteolibacter	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  45	   1	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae|g_Prosthecobacter	    0	    0	    0	    0	    0	   6	    0	    0	   6	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae|g_Prosthecobacter|s_midas_s_48628	    0	    0	    0	    0	    0	   0	    0	    0	 536	    0	    0	    0	   0	   0	 153
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae|g_midas_g_89500|s_midas_s_89500	    0	    0	    0	  188	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_WPS-2|c_midas_c_206|o_midas_o_395|f_midas_f_547|g_midas_g_1194|s_midas_s_40260	    0	    0	    4	    1	    0	   0	    0	    0	   0	    3	    0	    0	   0	   0	   0
k_Bacteria|p_WPS-2|c_midas_c_206|o_midas_o_395|f_midas_f_547|g_midas_g_17586|s_midas_s_49815	    0	    0	    0	    0	    0	 780	    0	    0	   0	    0	    3	    2	  81	   0	   1
k_Bacteria|p_WPS-2|c_midas_c_206|o_midas_o_395|f_midas_f_547|g_midas_g_547|s_midas_s_19937	    0	    0	   33	   65	    0	   0	    0	    0	   0	   53	    0	    0	   0	   0	   0
k_Bacteria|p_WPS-2|c_midas_c_206|o_midas_o_395|f_midas_f_547|g_midas_g_547|s_midas_s_67231	    0	    0	    6	    3	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_midas_p_13758|c_midas_c_13758|o_midas_o_13758|f_midas_f_13758|g_midas_g_13758|s_midas_s_42987	    0	    0	    0	    0	    0	   0	    0	    0	   0	    3	    0	    0	   0	   0	   0
k_Bacteria|p_midas_p_43884|c_midas_c_43884|o_midas_o_43884|f_midas_f_43884	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 820	   1	   0
